`,index,obs_1,obs_2,obs_3,obs_4,obs_5,action_1,action_2,action_3,reward
1093,1,-0.461587191,-0.415969431,-0.454858929,-0.487247914,-0.420700997,-0.250191569,-1.0,-0.128028035,1.2152659893035889
1094,1,-0.461837381,-0.425969422,-0.455595285,-0.471848369,-0.405981481,-0.250904977,-1.0,-0.10131342,0.8575322031974792
1095,1,-0.462088287,-0.435969442,-0.45617801,-0.464765072,-0.391458035,-0.253137767,-1.0,-0.047637194,0.8871614336967468
1096,1,-0.462341428,-0.445969433,-0.456451982,-0.47454825,-0.365071416,-0.259206414,-1.0,-0.014321491,0.3465002179145813
1097,1,-0.462600619,-0.455969423,-0.456534356,-0.465031505,-0.339555532,-0.240885958,-1.0,0.2447716891765594,-0.405161619
1098,1,-0.462841511,-0.465969443,-0.455126554,-0.443652511,-0.328526318,-0.203641698,-0.734476924,0.2643701136112213,-0.603792667
1099,1,-0.46304515,-0.473314196,-0.453606009,-0.436684638,-0.329566866,-0.150145128,0.4052895903587341,0.1991212218999862,-0.425459266
1100,1,-0.463195294,-0.469261318,-0.452460766,-0.437565535,-0.344757468,-0.063411832,1.0,0.1573039293289184,0.7364901304244995
1101,1,-0.463258713,-0.459261298,-0.451556027,-0.467169255,-0.372141212,-0.036046389,1.0,0.3359147012233734,1.082119107246399
1102,1,-0.463294744,-0.449261308,-0.449624002,-0.470305383,-0.397295773,-0.027377021,1.0,0.4412826001644134,1.3564703464508057
1103,1,-0.463322133,-0.439261317,-0.447085947,-0.473876864,-0.414016485,-0.020699587,1.0,0.4421906471252441,1.7191942930221558
1104,1,-0.463342816,-0.429261297,-0.444542676,-0.480751395,-0.429665208,-0.010162368,1.0,0.3410388827323913,1.964919924736023
1105,1,-0.463352978,-0.419261307,-0.442581177,-0.483934581,-0.444688231,-0.014123496,1.0,0.1734167635440826,2.219701051712036
1106,1,-0.463367105,-0.409261316,-0.441583753,-0.490547359,-0.450328052,-0.05390941,0.8491879105567932,-0.066982791,2.358146905899048
1107,1,-0.463421017,-0.400769413,-0.441969007,-0.496875077,-0.445189446,-0.116137058,0.3879739046096802,-0.270821214,2.2777345180511475
1108,1,-0.463537157,-0.400000006,-0.443526655,-0.497213036,-0.436134309,-0.243404135,-0.900653541,-0.173991829,2.0099141597747803
1109,1,-0.463780552,-0.409006536,-0.444527358,-0.491331637,-0.426996499,-0.264448702,-1.0,-0.240292519,1.5769494771957395
1110,1,-0.464045018,-0.419006526,-0.445909411,-0.482837468,-0.409182519,-0.263467968,-1.0,-0.234396756,0.8967565894126892
1111,1,-0.46430847,-0.429006547,-0.447257549,-0.467658639,-0.386699736,-0.264394403,-1.0,-0.220497668,0.5853551626205444
1112,1,-0.464572877,-0.439006537,-0.448525757,-0.463122219,-0.369168878,-0.268581152,-1.0,-0.187193409,0.4326316118240356
1113,1,-0.464841455,-0.449006528,-0.449602395,-0.465478808,-0.346826762,-0.256227881,-1.0,0.0003700628876686,0.0879748985171318
1114,1,-0.465097696,-0.459006548,-0.449600279,-0.460348696,-0.327751368,-0.223741755,-0.790418863,0.0972930341958999,-0.20064719
1115,1,-0.465321422,-0.46691072,-0.449040681,-0.451566696,-0.325235188,-0.169526979,0.2164707779884338,0.0565961599349975,0.2403105646371841
1116,1,-0.465490967,-0.464746028,-0.44871518,-0.460583001,-0.342282027,-0.121421173,1.0,0.0916348397731781,0.4815243184566498
1117,1,-0.465612382,-0.454746008,-0.448188126,-0.458636373,-0.372243315,-0.066769317,1.0,0.30060014128685,1.0311580896377563
1118,1,-0.465679139,-0.444746017,-0.446459234,-0.470502228,-0.391609132,-0.043405589,1.0,0.3981785774230957,1.1786675453186035
1119,1,-0.465722561,-0.434746027,-0.444169074,-0.469301581,-0.409961969,-0.025355991,1.0,0.4009872674942016,1.5434008836746216
1120,1,-0.465747893,-0.424746007,-0.441862792,-0.47300747,-0.435317665,0.0009195543825626,1.0,0.3508427441120147,1.9761388301849363
1121,1,-0.465746999,-0.414746016,-0.439844906,-0.483810872,-0.446181238,0.0156191922724246,1.0,0.2033429741859436,2.3084230422973637
1122,1,-0.465731382,-0.404746026,-0.438675374,-0.492744774,-0.452607989,-0.008641709,0.955787718296051,-0.009064049,2.3743014335632324
1123,1,-0.465739995,-0.400000006,-0.438727498,-0.496273309,-0.448610216,-0.067976102,0.4839600920677185,-0.296181202,2.2844724655151367
1124,1,-0.465807974,-0.400000006,-0.440430999,-0.495790333,-0.441076279,-0.164017275,-0.301894337,-0.307598799,2.0972604751586914
1125,1,-0.465972006,-0.403018951,-0.442200184,-0.494247466,-0.426983654,-0.242237821,-0.99868685,-0.466956258,1.4689754247665403
1126,1,-0.46621424,-0.413005799,-0.44488588,-0.478932291,-0.410100669,-0.251169533,-1.0,-0.472454876,1.066942811012268
1127,1,-0.466465414,-0.423005819,-0.447603226,-0.472902566,-0.387986571,-0.252662599,-1.0,-0.444703847,0.9477757215499878
1128,1,-0.466718078,-0.43300581,-0.45016095,-0.476316333,-0.365828544,-0.260350257,-1.0,-0.428116798,0.3724207580089569
1129,1,-0.466978431,-0.4430058,-0.452623278,-0.464087903,-0.344978362,-0.261119127,-1.0,-0.323872447,0.3929781019687652
1130,1,-0.467239529,-0.453005821,-0.454486042,-0.468571186,-0.333584219,-0.230023488,-0.747081876,-0.077761501,0.1887041479349136
1131,1,-0.467469573,-0.460476637,-0.454933286,-0.460459888,-0.337490737,-0.180070087,0.2958726286888122,-0.102943361,0.2038240283727646
1132,1,-0.467649639,-0.457517892,-0.455525368,-0.456375659,-0.351255447,-0.111367643,1.0,0.091841921210289,0.5346002578735352
1133,1,-0.46776101,-0.447517902,-0.454997152,-0.458166182,-0.378961444,-0.046085719,1.0,0.2873275279998779,1.1202481985092163
1134,1,-0.467807084,-0.437517911,-0.453344584,-0.472548753,-0.394378543,-0.02584314,1.0,0.3850423097610473,1.3560558557510376
1135,1,-0.467832923,-0.427517891,-0.451130003,-0.473949373,-0.413757443,-0.011459839,1.0,0.377140462398529,1.7119091749191284
1136,1,-0.467844397,-0.4175179,-0.448960841,-0.482762933,-0.422902107,0.0014912597835063,1.0,0.3089728951454162,1.944558024406433
1137,1,-0.467842907,-0.40751791,-0.447183788,-0.486523837,-0.43488434,-0.006458212,1.0,0.1588973104953766,2.151477813720703
1138,1,-0.467849374,-0.400000006,-0.44626987,-0.492219567,-0.438489079,-0.047574487,0.862873375415802,-0.07183288,2.0367770195007324
1139,1,-0.467896938,-0.400000006,-0.446683019,-0.489219755,-0.436018437,-0.098555788,0.4538721442222595,-0.302101821,2.064583539962769
1140,1,-0.467995495,-0.400000006,-0.448420584,-0.491311997,-0.432522386,-0.175735459,-0.150712937,-0.309347898,2.006256103515625
1141,1,-0.468171239,-0.401507139,-0.450199813,-0.491209775,-0.426996261,-0.262389064,-0.927774131,-0.386617362,1.6929277181625366
1142,1,-0.468433619,-0.41078487,-0.452423453,-0.486774594,-0.408969015,-0.278968394,-1.0,-0.437081963,1.2385646104812622
1143,1,-0.468712568,-0.420784861,-0.454937339,-0.478378981,-0.388719559,-0.282642037,-1.0,-0.432037532,0.8940275311470032
1144,1,-0.468995214,-0.430784881,-0.457422227,-0.471803606,-0.373991907,-0.280105203,-1.0,-0.322934985,0.4824185073375702
1145,1,-0.469275326,-0.440784872,-0.459279597,-0.461949736,-0.362392634,-0.249936953,-0.916960299,-0.084389001,0.5013092756271362
1146,1,-0.469525278,-0.44995448,-0.459764957,-0.465003937,-0.355119109,-0.201867059,-0.178980872,-0.097612932,0.4983595609664917
1147,1,-0.469727129,-0.451744288,-0.460326374,-0.464577287,-0.356104106,-0.140028387,0.7629253268241882,-0.022963077,0.6988213062286377
1148,1,-0.46986717,-0.444115043,-0.460458457,-0.466560662,-0.370200157,-0.092819586,1.0,0.1087220162153244,1.028969407081604
1149,1,-0.469959974,-0.434115022,-0.459833145,-0.47209692,-0.386606157,-0.058691178,1.0,0.2344029247760772,1.3210095167160034
1150,1,-0.470018685,-0.424115032,-0.458484948,-0.475895584,-0.404414177,-0.037839208,1.0,0.2944898605346679,1.363075852394104
1151,1,-0.470056504,-0.414115041,-0.456791192,-0.472043723,-0.420176446,-0.028661419,1.0,0.2856118381023407,2.0007119178771973
1152,1,-0.470085174,-0.404115021,-0.455148488,-0.489886135,-0.430412769,-0.042461205,1.0,0.1966061890125274,2.1221210956573486
1153,1,-0.470127642,-0.400000006,-0.454017699,-0.492733955,-0.434010267,-0.074358389,1.0,0.0507232695817947,2.127779245376587
1154,1,-0.470201999,-0.400000006,-0.453725964,-0.492440909,-0.435455233,-0.1182165,0.7019224762916565,-0.14882046,1.9130775928497317
1155,1,-0.470320195,-0.400000006,-0.454581916,-0.488860726,-0.424725562,-0.169947714,0.3653977513313293,-0.273362011,1.822973608970642
1156,1,-0.470490158,-0.400000006,-0.456154168,-0.489843279,-0.4127675,-0.246811107,-0.265139103,-0.277121127,1.6122976541519165
1157,1,-0.47073698,-0.402651399,-0.457748026,-0.489698827,-0.392133296,-0.317605138,-1.0,-0.230205774,1.2498725652694702
1158,1,-0.471054584,-0.41265139,-0.459072053,-0.483504623,-0.374473393,-0.29446128,-1.0,-0.372996688,0.8340885043144226
1159,1,-0.471349031,-0.42265138,-0.461217374,-0.476404369,-0.354195744,-0.264873475,-1.0,-0.231926635,0.305961936712265
1160,1,-0.471613914,-0.432651401,-0.462551296,-0.463094592,-0.341312408,-0.231284425,-0.991150141,-0.106317043,0.3244681060314178
1161,1,-0.47184518,-0.442562878,-0.46316278,-0.465008944,-0.337420017,-0.206630036,-0.228627309,-0.053377658,0.2879196405410766
1162,1,-0.472051829,-0.444849163,-0.463469803,-0.464318216,-0.335837334,-0.156625047,0.6995964646339417,-0.073214233,-0.12086641
1163,1,-0.47220844,-0.437853187,-0.46389088,-0.448992461,-0.340936005,-0.09858124,1.0,-0.017211467,0.2562827467918396
1164,1,-0.472307026,-0.427853197,-0.463989884,-0.456928432,-0.35484302,-0.047077123,1.0,0.144703209400177,1.0577139854431152
1165,1,-0.472354114,-0.417853206,-0.463157624,-0.47737363,-0.373650491,-0.032103065,1.0,0.2460868954658508,1.2932496070861816
1166,1,-0.472386211,-0.407853186,-0.461742222,-0.4792974,-0.391432792,-0.036814217,1.0,0.2867127060890198,1.844974398612976
1167,1,-0.472423017,-0.400000006,-0.4600932,-0.490564764,-0.412803173,-0.060800631,1.0,0.266682356595993,1.8789043426513672
1168,1,-0.472483814,-0.400000006,-0.458559364,-0.488587588,-0.422127694,-0.090756908,1.0,0.1899652928113937,1.8111311197280884
1169,1,-0.472574592,-0.400000006,-0.457466781,-0.486163586,-0.422622353,-0.124230728,1.0,0.0570084452629089,1.702492594718933
1170,1,-0.472698808,-0.400000006,-0.457138896,-0.484053075,-0.418090045,-0.150829688,0.7993101477622986,-0.005269229,1.7583985328674316
1171,1,-0.472849637,-0.400000006,-0.457169205,-0.49022758,-0.405157149,-0.188411102,0.4819013476371765,-0.129619509,1.2837189435958862
1172,1,-0.473038048,-0.400000006,-0.45791471,-0.479767591,-0.38906911,-0.261520624,-0.439402938,-0.055389971,1.06231427192688
1173,1,-0.473299563,-0.404394031,-0.458233267,-0.477908134,-0.372507066,-0.280380309,-1.0,0.0075682699680328,0.8346075415611267
1174,1,-0.473579943,-0.414394021,-0.458189756,-0.473420143,-0.363200337,-0.270321906,-1.0,0.0681611150503158,0.8193877339363098
1175,1,-0.47385028,-0.424394041,-0.457797736,-0.475121707,-0.356573671,-0.2429557,-0.740675807,0.0904819965362548,0.5417963862419128
1176,1,-0.474093229,-0.431800783,-0.457277298,-0.468112946,-0.34984079,-0.208618239,-0.097869292,0.0730502307415008,0.2688495516777038
1177,1,-0.474301845,-0.432779491,-0.456857175,-0.458274305,-0.352062047,-0.143587843,0.7616968750953674,-0.006413192,0.4048691689968109
1178,1,-0.474445432,-0.425162524,-0.45689404,-0.461760312,-0.355205953,-0.087153628,1.0,0.0435164123773574,0.9679056406021118
1179,1,-0.474532604,-0.415162504,-0.45664376,-0.478469819,-0.361381114,-0.063609928,1.0,0.0758109241724014,1.1914939880371094
1180,1,-0.474596202,-0.405162513,-0.456207722,-0.482286483,-0.372289956,-0.051775549,1.0,0.1300337761640548,1.5567874908447266
1181,1,-0.474647969,-0.400000006,-0.455459833,-0.488029003,-0.391591758,-0.0568945,1.0,0.1543123871088028,1.5393158197402954
1182,1,-0.474704862,-0.400000006,-0.45457229,-0.483385473,-0.403775126,-0.07407324,1.0,0.1444268077611923,1.8199535608291624
1183,1,-0.47477895,-0.400000006,-0.45374164,-0.488837421,-0.415483057,-0.099436387,1.0,0.0965783298015594,1.7396931648254397
1184,1,-0.474878371,-0.400000006,-0.453186154,-0.48690179,-0.413263947,-0.129611328,0.9476640820503236,0.0307807028293609,1.7075515985488892
1185,1,-0.475007981,-0.400000006,-0.453009129,-0.487889469,-0.40708679,-0.160934642,0.7631028294563293,-0.018437743,1.4223854541778564
1186,1,-0.475168914,-0.400000006,-0.453115165,-0.482876867,-0.393607914,-0.192798287,0.4815666675567627,-0.140930235,1.3387296199798584
1187,1,-0.475361735,-0.400000006,-0.453925729,-0.484914988,-0.379127949,-0.228979394,0.0822548866271972,-0.20783098,1.0296666622161863
1188,1,-0.475590706,-0.400000006,-0.45512107,-0.477855831,-0.36939919,-0.268396407,-0.422069073,-0.181477055,0.7991248369216919
1189,1,-0.475859106,-0.4042207,-0.456164837,-0.473113686,-0.360571444,-0.26028201,-0.487586915,-0.118469954,0.9418182373046876
1190,1,-0.476119369,-0.409096569,-0.456846237,-0.47775659,-0.360912085,-0.237334117,-0.198941469,-0.088964909,0.962696611881256
1191,1,-0.476356715,-0.411085963,-0.457357913,-0.478543907,-0.360637963,-0.205682591,0.3169893622398376,-0.087694228,1.0119200944900513
1192,1,-0.476562411,-0.407916069,-0.457862288,-0.480344087,-0.360159785,-0.170769304,0.7354673743247986,-0.111086249,0.8591217994689941
1193,1,-0.476733178,-0.400561392,-0.45850122,-0.475423306,-0.359642297,-0.146170959,0.8661860823631287,-0.08123067,1.2398157119750977
1194,1,-0.476879328,-0.400000006,-0.458968401,-0.486574233,-0.364258856,-0.131168619,0.9245132803916932,-0.064312205,1.0702801942825315
1195,1,-0.477010518,-0.400000006,-0.459338307,-0.480089575,-0.3667593,-0.118110225,0.9657756686210632,-0.048789114,1.3506635427474976
1196,1,-0.477128625,-0.400000006,-0.459618926,-0.486201137,-0.376462907,-0.107380614,0.9837234616279602,-0.030187458,1.3721954822540283
1197,1,-0.477236003,-0.400000006,-0.459792554,-0.484764844,-0.382924974,-0.105661765,0.9663344025611876,-0.020659089,1.348859429359436
1198,1,-0.477341652,-0.400000006,-0.459911346,-0.483582884,-0.384137303,-0.113350123,0.92010897397995,-0.024073929,1.3685083389282229
1199,1,-0.47745502,-0.400000006,-0.460049838,-0.48511079,-0.381518453,-0.132112041,0.8341568112373352,-0.049416959,1.3042913675308228
1200,1,-0.477587134,-0.400000006,-0.460334033,-0.484979749,-0.375489891,-0.157980338,0.7250215411186218,-0.091681063,1.0145500898361206
1201,1,-0.477745116,-0.400000006,-0.460861355,-0.477881044,-0.367811918,-0.185099944,0.6227532029151917,-0.146439448,1.2009801864624023
1202,1,-0.477930188,-0.400000006,-0.461703598,-0.48411867,-0.367741972,-0.204609647,0.5412459969520569,-0.201272935,0.6836915612220764
1203,1,-0.478134811,-0.400000006,-0.46286124,-0.468064398,-0.364175946,-0.203669235,0.5464808344841003,-0.192816287,0.8405527472496033
1204,1,-0.47833848,-0.400000006,-0.463970214,-0.472412467,-0.366817832,-0.192915395,0.620807945728302,-0.156858712,1.1517053842544556
1205,1,-0.47853139,-0.400000006,-0.46487239,-0.482459426,-0.367792219,-0.180425957,0.6911247372627258,-0.135985792,0.8457673788070679
1206,1,-0.478711814,-0.400000006,-0.465654522,-0.472741574,-0.366352051,-0.160628438,0.7816640734672546,-0.099726796,0.7575184106826782
1207,1,-0.478872448,-0.400000006,-0.466228098,-0.469587952,-0.366988003,-0.140842423,0.8652401566505432,-0.063077092,1.1139925718307495
1208,1,-0.479013294,-0.400000006,-0.466590911,-0.482004762,-0.365384936,-0.131918594,0.9012917876243592,-0.050700665,1.0562487840652466
1209,1,-0.479145199,-0.400000006,-0.466882497,-0.479598492,-0.366829425,-0.125052512,0.9269374012947084,-0.041148216,0.6349805593490601
1210,1,-0.479270279,-0.400000006,-0.467119157,-0.46552518,-0.366922557,-0.118444934,0.9478498101234436,-0.031073511,1.1364965438842771
1211,1,-0.479388714,-0.400000006,-0.467297882,-0.482901514,-0.364945114,-0.125030175,0.933505117893219,-0.046499476,0.883583664894104
1212,1,-0.479513735,-0.400000006,-0.467565328,-0.473327041,-0.368377268,-0.128468022,0.9258343577384948,-0.054986775,0.8336447477340698
1213,1,-0.479642212,-0.400000006,-0.46788159,-0.472960025,-0.36448437,-0.13959147,0.9037061333656312,-0.07976988,1.0254669189453125
1214,1,-0.479781806,-0.400000006,-0.468340397,-0.478516996,-0.366995662,-0.14951466,0.8814645409584045,-0.100211978,0.9029544591903688
1215,1,-0.479931325,-0.400000006,-0.468916774,-0.474496394,-0.366806298,-0.15202333,0.8736339211463928,-0.102912903,1.016268968582153
1216,1,-0.480083346,-0.400000006,-0.469508678,-0.477152675,-0.370168895,-0.15105693,0.8740842938423157,-0.099162742,1.119620680809021
1217,1,-0.480234385,-0.400000006,-0.470079005,-0.481858462,-0.366386741,-0.150965378,0.8702335953712463,-0.095679715,0.9090619683265686
1218,1,-0.480385363,-0.400000006,-0.470629305,-0.475750059,-0.363656014,-0.149373174,0.8746805787086487,-0.091007382,1.1054962873458862
1219,1,-0.480534732,-0.400000006,-0.471152753,-0.480591953,-0.368773788,-0.145532444,0.891072690486908,-0.084171623,0.9763941764831544
1220,1,-0.480680257,-0.400000006,-0.471636862,-0.478239983,-0.36291945,-0.142235368,0.9049625992774964,-0.078160971,0.9186801910400392
1221,1,-0.480822504,-0.400000006,-0.4720864,-0.474820256,-0.367407292,-0.136475697,0.933666169643402,-0.07030502,1.0400582551956177
1222,1,-0.480958968,-0.400000006,-0.472490758,-0.478620976,-0.368142843,-0.132343113,0.9549148678779602,-0.062969178,1.0116127729415894
1223,1,-0.481091321,-0.400000006,-0.472852945,-0.478416353,-0.365912229,-0.130093724,0.9667462706565856,-0.05904305,0.5883060693740845
1224,1,-0.481221408,-0.400000006,-0.473192543,-0.463648856,-0.36788407,-0.126512617,0.9877315163612366,-0.053333223,0.8681401014328003
1225,1,-0.481347919,-0.400000006,-0.473499268,-0.47493124,-0.362020254,-0.126450494,0.9888141751289368,-0.053414941,0.9673379063606262
1226,1,-0.48147437,-0.400000006,-0.4738065,-0.477643281,-0.363803923,-0.126544386,0.9889386296272278,-0.053734392,0.5125730633735657
1227,1,-0.48160091,-0.400000006,-0.474115551,-0.462287307,-0.36439535,-0.123987243,1.0,-0.049785793,0.4160978198051452
1228,1,-0.481724918,-0.400000006,-0.474401891,-0.45900178,-0.364604414,-0.121616378,1.0,-0.045908898,0.9189001321792604
1229,1,-0.481846511,-0.400000006,-0.47466594,-0.47545886,-0.365513414,-0.119730696,1.0,-0.042279094,0.9997715950012208
1230,1,-0.481966257,-0.400000006,-0.474909097,-0.478800476,-0.363575697,-0.11818625,1.0,-0.038736165,1.0310688018798828
1231,1,-0.482084453,-0.400000006,-0.475131899,-0.479786158,-0.363748431,-0.116893828,1.0,-0.035865843,0.9866671562194824
1232,1,-0.482201338,-0.400000006,-0.475338191,-0.478754461,-0.362403333,-0.116212457,1.0,-0.034084231,0.7576172351837158
1233,1,-0.482317537,-0.400000006,-0.47553423,-0.47031185,-0.364826202,-0.114504591,1.0,-0.031318426,0.5734394788742065
1234,1,-0.482432067,-0.400000006,-0.475714356,-0.463398457,-0.367148578,-0.112307742,1.0,-0.028032243,0.2448979020118713
1235,1,-0.482544363,-0.400000006,-0.475875586,-0.453452796,-0.364131421,-0.109803006,1.0,-0.023983061,0.9078155159950256
1236,1,-0.482654154,-0.400000006,-0.476013511,-0.47622934,-0.362093508,-0.109089896,1.0,-0.022055387,0.5489145517349243
1237,1,-0.482763261,-0.400000006,-0.47614038,-0.462514997,-0.367346466,-0.106695741,1.0,-0.018046945,0.5630527138710022
1238,1,-0.482869953,-0.400000006,-0.476244181,-0.465305299,-0.360389411,-0.105804071,1.0,-0.016548991,0.974914014339447
1239,1,-0.482975751,-0.400000006,-0.47633934,-0.478996992,-0.360500395,-0.105854869,1.0,-0.015882671,0.9753897190093994
1240,1,-0.483081609,-0.400000006,-0.476430714,-0.478068054,-0.363334835,-0.104759291,1.0,-0.013986409,0.9919105172157288
1241,1,-0.483186364,-0.400000006,-0.476511151,-0.47734344,-0.367160767,-0.102309793,1.0,-0.009924918,0.2322269827127456
1242,1,-0.483288676,-0.400000006,-0.476568222,-0.451917887,-0.367469072,-0.098992735,1.0,-0.004811585,0.3295150399208069
1243,1,-0.483387679,-0.400000006,-0.476595908,-0.455932051,-0.365155369,-0.097228244,1.0,-0.002310425,0.728850781917572
1244,1,-0.483484894,-0.400000006,-0.4766092,-0.467945546,-0.369048476,-0.095902294,1.0,0.0005137026309967,0.7299270629882812
1245,1,-0.483580798,-0.400000006,-0.47660625,-0.468773574,-0.366672009,-0.095557526,1.0,0.0018564760684967,0.8809545040130615
1246,1,-0.483676344,-0.400000006,-0.476595551,-0.474319607,-0.365136594,-0.096207574,1.0,0.0019205808639526,0.8923148512840271
1247,1,-0.483772576,-0.400000006,-0.476584524,-0.474629879,-0.365341902,-0.096359074,1.0,0.002352237701416,0.8135974407196045
1248,1,-0.483868927,-0.400000006,-0.476570994,-0.472537249,-0.363747984,-0.096409097,1.0,0.0021978914737701,0.8679860830307007
1249,1,-0.483965337,-0.400000006,-0.476558328,-0.473290026,-0.366928548,-0.095230803,1.0,0.0042270421981811,0.153239294886589
1250,1,-0.484060556,-0.400000006,-0.476534039,-0.448915601,-0.368577152,-0.092205673,1.0,0.0084382593631744,0.9448491930961608
1251,1,-0.484152764,-0.400000006,-0.476485491,-0.47484535,-0.369948894,-0.090915874,1.0,0.010701835155487,0.9266524314880372
1252,1,-0.484243691,-0.400000006,-0.476423949,-0.474594086,-0.368882984,-0.091013923,1.0,0.0111260265111923,0.0925195962190628
1253,1,-0.484334707,-0.400000006,-0.476359963,-0.447156638,-0.367782056,-0.09053427,1.0,0.0114760547876358,-0.016937478
1254,1,-0.484425247,-0.400000006,-0.476293951,-0.443822205,-0.366839677,-0.089347139,1.0,0.013047844171524,0.925414741039276
1255,1,-0.484514594,-0.400000006,-0.476218909,-0.474378139,-0.369407058,-0.089055613,1.0,0.0136474072933197,0.2671806216239929
1256,1,-0.484603643,-0.400000006,-0.47614041,-0.451884329,-0.37106511,-0.087301344,1.0,0.0158443450927734,0.4295728206634521
1257,1,-0.484690934,-0.400000006,-0.476049274,-0.458004445,-0.368943959,-0.087133214,1.0,0.0157692730426788,0.7962794899940491
1258,1,-0.484778076,-0.400000006,-0.475958586,-0.469415307,-0.371382058,-0.087668851,1.0,0.0153203457593917,0.1154466271400451
1259,1,-0.484865755,-0.400000006,-0.47587046,-0.446794063,-0.371162504,-0.085896164,1.0,0.0178944021463394,0.0211246702820062
1260,1,-0.484951645,-0.400000006,-0.475767553,-0.444761842,-0.367826909,-0.085993066,1.0,0.0180276632308959,0.959784209728241
1261,1,-0.485037625,-0.400000006,-0.475663871,-0.474333137,-0.372979015,-0.086252928,1.0,0.0184918045997619,0.9080389738082886
1262,1,-0.485123873,-0.400000006,-0.475557506,-0.472371101,-0.373690605,-0.086014643,1.0,0.0195995569229125,0.9849657416343688
1263,1,-0.485209882,-0.400000006,-0.475444764,-0.473796844,-0.3771061,-0.0866981,1.0,0.0190144777297973,0.1863437294960022
1264,1,-0.485296607,-0.400000006,-0.475335419,-0.448180944,-0.374091595,-0.087154299,1.0,0.0181621462106704,0.2659557163715362
1265,1,-0.485383749,-0.400000006,-0.475230962,-0.450184345,-0.376042575,-0.086854622,1.0,0.0180553048849105,0.6685876846313477
1266,1,-0.485470593,-0.400000006,-0.475127101,-0.462898612,-0.378162891,-0.087050408,1.0,0.0183613896369934,0.2769212126731872
1267,1,-0.485557646,-0.400000006,-0.475021511,-0.449925005,-0.377917141,-0.085929826,1.0,0.0202765613794326,0.0026333844289183
1268,1,-0.485643595,-0.400000006,-0.474904895,-0.440283239,-0.379413605,-0.08461602,1.0,0.0218996852636337,0.96783846616745
1269,1,-0.485728204,-0.400000006,-0.47477892,-0.472549379,-0.379135728,-0.085996732,1.0,0.0204254984855651,0.4295645356178283
1270,1,-0.485814184,-0.400000006,-0.47466144,-0.455017328,-0.377904445,-0.086618051,1.0,0.019321858882904,0.0626267939805984
1271,1,-0.485900819,-0.400000006,-0.474550307,-0.443517208,-0.375711083,-0.085764468,1.0,0.0202821940183639,0.9619565606117249
1272,1,-0.48598659,-0.400000006,-0.474433661,-0.47231108,-0.379262418,-0.087733403,1.0,0.0173730552196502,0.8038990497589111
1273,1,-0.486074299,-0.400000006,-0.474333733,-0.466766953,-0.380089015,-0.088231802,1.0,0.0161138474941253,1.014320731163025
1274,1,-0.486162543,-0.400000006,-0.474241048,-0.473921329,-0.379668057,-0.089277148,1.0,0.0144741237163543,-0.349472195
1275,1,-0.486251831,-0.400000006,-0.47415781,-0.428332984,-0.380053818,-0.088085815,1.0,0.0154983699321746,-0.253342628
1276,1,-0.486339897,-0.400000006,-0.474068671,-0.431221038,-0.381002605,-0.086148649,1.0,0.0171236991882324,-0.472274721
1277,1,-0.486426055,-0.400000006,-0.473970175,-0.424712807,-0.378634125,-0.084012121,1.0,0.0199794024229049,-0.366304457
1278,1,-0.486510068,-0.400000006,-0.473855287,-0.427383006,-0.38122052,-0.081906766,1.0,0.0218366086483001,-0.40065226
1279,1,-0.486591965,-0.400000006,-0.47372967,-0.425713629,-0.382793933,-0.080321521,1.0,0.0235390365123748,-0.436222255
1280,1,-0.486672282,-0.400000006,-0.473594308,-0.423502356,-0.385870695,-0.077954486,1.0,0.0266817510128021,-0.406288564
1281,1,-0.486750245,-0.400000006,-0.473440826,-0.425704658,-0.382257193,-0.077108011,1.0,0.0278825759887695,-0.481733501
1282,1,-0.486827374,-0.400000006,-0.47328046,-0.422475398,-0.384400457,-0.070971593,1.0,0.0370055586099624,-0.459589958
1283,1,-0.486898333,-0.400000006,-0.473067641,-0.42389071,-0.382368863,-0.06762588,1.0,0.0428548157215118,-0.46114412
1284,1,-0.486965954,-0.400000006,-0.472821146,-0.422202587,-0.387277871,-0.059540693,1.0,0.0552274733781814,-0.402336776
1285,1,-0.487025499,-0.400000006,-0.472503513,-0.425363332,-0.38367632,-0.066215724,1.0,0.0464331805706024,-0.461398631
1286,1,-0.48709172,-0.400000006,-0.472236454,-0.422590226,-0.386089444,-0.061266858,1.0,0.0544032007455825,-0.500373006
1287,1,-0.487152994,-0.400000006,-0.47192353,-0.420388997,-0.388795733,-0.056270931,1.0,0.0621418952941894,-0.468483537
1288,1,-0.48720926,-0.400000006,-0.471566141,-0.421672642,-0.388133734,-0.053439002,1.0,0.0676739513874054,-0.516610563
1289,1,-0.487262696,-0.400000006,-0.471176893,-0.420056075,-0.388170689,-0.049610738,1.0,0.0752279013395309,-0.367769867
1290,1,-0.487312287,-0.400000006,-0.470744222,-0.424274415,-0.390399754,-0.046789069,1.0,0.0802968442440033,-0.486896276
1291,1,-0.487359077,-0.400000006,-0.470282406,-0.419632405,-0.392413169,-0.043698233,1.0,0.0886851698160171,-0.495079398
1292,1,-0.487402797,-0.400000006,-0.469772309,-0.419876367,-0.390862942,-0.045824293,1.0,0.0862038880586624,-0.270146072
1293,1,-0.487448603,-0.400000006,-0.469276518,-0.425545365,-0.396349341,-0.041505564,1.0,0.0987983345985412,-0.537353933
